en_src_word,en_word,de_word,bn_word,ru_word
fleshy,fleshy,fleischig,মাংসল,мясистый
flexibility,flexibility,flexibilität,নমনীয়তা,гибкость
flexible,flexible,flexibel,নমনীয়,гибкий
flicker,flicker,flackern,মিট্মিট্,мерцать
flighty,flighty,flatterhaft,দ্রুতগামী,непостоянный
flint,flint,feuerstein,চকমকি পাথর,кремень
flipping,flipping,spiegeln,আলোকসম্পাতের,листать
flirtatious,flirtatious,kokett,ছেনালিপূর্ণ,кокетливый
flog,flog,prügeln,কশান,сечь
floral,floral,blumen-,পুষ্পসংক্রান্ত,цветочный
florescent,florescent,fluoreszierend,কুসুমিত,флуоресцентный
floss,floss,zahnseide,রেশমের ফেঁসো,зубочистка
flour,flour,mehl,ময়দা,мука
flourish,flourish,blühen,ঝঙ্কার,процветать
floury,floury,mehlig,ময়দায় আচ্ছাদিত,мучнистый
flowered,flowered,geblüht,কুসুমিত,цветочек
flowing,flowing,fließend,প্রবাহিত,текущий
flu,flu,grippe,ফ্লু,грипп
fluctuate,fluctuate,schwanken,অস্থির হত্তয়া,колебаться
fluctuation,fluctuation,fluktuation,অস্থিরতা,флуктуация
fluent,fluent,fließend,অনর্গল,беглый
fluently,fluently,fließend,অনর্গল,бегло
fluid,fluid,flüssigkeit,তরল,жидкость
fluidity,fluidity,flüssigkeit,তারল্য,жидкотекучесть
flunk,flunk,durchfallen,কার্যবিপত্তি,провалить
fluorescence,fluorescence,fluoreszenz,প্রতিপ্রভা,флуоресценция
fluorescent,fluorescent,fluoreszierend,প্রতিপ্রভ,флуоресцентный
fluoride,fluoride,fluorid,ফ্লোরাইড,фторид
flute,flute,flöte,বাঁশি,флейта
fluting,fluting,rillen,বংশীবাদন,рифление
flutist,flutist,flötist,বংশীবাদক,флейтист
flycatcher,flycatcher,fliegenschnäpper,ফ্লাইক্যাচার,мухоловка
flying,flying,fliegend,উড়ন্ত,летающий
foam,foam,schaum,ফেনা,пена
fodder,fodder,futter,গবাদি পশুর জাব,фураж
fog,fog,nebel,কুয়াশা,туман
foggy,foggy,nebelig,কুয়াশাচ্ছন্ন,туманный
folder,folder,mappe,ফোল্ডারের,папка
folding,folding,falten,ভাঁজ,складной
foliated,foliated,blättrig,পত্রোদ্গত,слоистый
folksy,folksy,volkstümlich,জনগণসংক্রান্ত,народный
follower,follower,anhänger,শিষ্য,последователь
following,following,folgendes,অনুসরণ,следующий
fond,fond,zärtlich,অনুরাগী,любящий
fondness,fondness,vorliebe,অনুরাগ,любовь
font,font,schriftart,ফন্ট,шрифт
food,food,lebensmittel,খাদ্য,питание
foolish,foolish,töricht,নির্বোধ,глупый
footage,footage,aufnahmen,ফুটেজ,метраж
footballer,footballer,fußballer,ফুটবলার,футболист
footboard,footboard,trittbrett,পাদানি,подножка
footed,footed,mit füßen treten,সপাদ,нога
footing,footing,fundament,পথ,опора
footpath,footpath,fußweg,ফুটপাথ,пешеходная дорожка
footprint,footprint,fußabdruck,পদাঙ্ক,след
footsteps,footsteps,schritte,পদাঙ্ক,шаги
for,for,zum,জন্য,для
forbade,forbade,verbieten,নিষেধ,запрещал
forbearing,forbearing,langmütig,ধৈর্যশীল,выдержанный
forbidden,forbidden,verboten,নিষিদ্ধ,запрещено
forceful,forceful,kräftig,জবরদস্ত,убедительный
forceps,forceps,zange,সাঁড়াশী,щипцы
forcible,forcible,gewaltsam,প্রবল,насильственный
forcing,forcing,zwingen,অত্যাচার,форсирование
forearm,forearm,unterarm,হস্ত,предплечье
foreboding,foreboding,ahnung,পূর্বলক্ষণ,предчувствие
forecast,forecast,prognose,পূর্বাভাস,прогноз
forecaster,forecaster,prognostiker,সভাপতি,предсказатель
forecasting,forecasting,prognose,পূর্বাভাস,прогнозирование
forefront,forefront,vordergrund,একেবারে পুরোভাগ,передний край
forego,forego,verzichten,অগ্রবর্তী হত্তয়া,предшествовать
foregone,foregone,entgangen,জানা,предопределен
forehand,forehand,vorhand,মিতব্যয়ী,заблаговременный
foreign,foreign,fremd,বিদেশী,иностранные
foreigner,foreigner,ausländer,বিদেশী,иностранец
forelimb,forelimb,vordergliedmaßen,অগ্রপদ,передние конечности
foreman,foreman,vorarbeiter,মোড়ল,мастер
foremost,foremost,vor allem,সর্বপ্রথম,в первую очередь
forename,forename,vorname,নামের প্রথম অংশ,имя
forensic,forensic,forensisch,আদালতসম্বন্ধীয়,судебный
forensics,forensics,forensik,ফরেনসিক,судебно-медицинская экспертиза
forerunner,forerunner,vorläufer,অগ্রদূত,предвестник
foresee,foresee,vorhersehen,দূরদর্শন করা,предвидеть
foreseeable,foreseeable,absehbar,সুদুর,предвидимый
forestation,forestation,aufforstung,বনায়নের,лесоразведение
foretell,foretell,voraussagen,ভবিষ্যদ্বাণী করা,предсказывать
foreword,foreword,vorwort,ভূমিকা,предисловие
forfeit,forfeit,einbüßen,বাজেয়াপ্ত,утрачивать
forfeits,forfeits,verfällt,হারায়,неустойки
forfeiture,forfeiture,verwirkung,বাজেয়াপ্তকরণ,конфискация
forget,forget,vergessen,ভুলবেন,забывать
forgetful,forgetful,vergesslich,ভুলো,забывчивый
forgetfulness,forgetfulness,vergesslichkeit,বিস্মৃতি,забывчивость
forgetting,forgetting,vergessen,বিস্মরণ,забывая
forgive,forgive,verzeihen,ক্ষমা করা,прощать
forgiveness,forgiveness,vergebung,ক্ষমা,прощение
forgiver,forgiver,vergebener,ক্ষমাশীল,прощающий
forgiving,forgiving,versöhnlich,মার্জনা,всепрощающий
forgotten,forgotten,vergessene,বিস্মৃত,забытый
fork,fork,gabel,কাঁটাচামচ,вилка
formaldehyde,formaldehyde,formaldehyd,ফর্মালডিহাইড,формальдегид
formality,formality,formalität,আনুষ্ঠানিকতা,формальность
formed,formed,gebildet,গঠিত,сформированный
former,former,ehemalige,সাবেক,бывший
formerly,formerly,früher,পূর্বে,раньше
formidable,formidable,furchtbar,দুর্দান্ত,грозный
forming,forming,bildung,বিরচন,формирование
formless,formless,formlos,নিরাকার,бесформенный
formula,formula,formel,সূত্র,формула
formulary,formulary,formelsammlung,সংহিতা,фармакологический справочник
formulate,formulate,formulieren,সূত্রবদ্ধ করা,формулировать
formulation,formulation,formulierung,তৈয়ার,формулировка
fornicate,fornicate,unzucht,ব্যভিচার,блудить
fornicator,fornicator,unzüchtiger,ব্যভিচারী পুরুষ কেবল,мужчина-соучастник блуда
forsaken,forsaken,verlassene,পরিত্যক্ত,покинутый
forte,forte,stärke,উদাত্ত সুর,форте
forties,forties,vierziger jahre,চল্লিশের,сороковые годы
fortification,fortification,befestigung,দুর্গ,фортификация
fortify,fortify,stärken,বলাধান করা,укреплять
fortifying,fortifying,stärkend,জোরালো,укрепляющий
fortress,fortress,festung,দুর্গ,крепость
fortunate,fortunate,glücklich,ঋদ্ধ,удачливый
fortune,fortune,vermögen,ভাগ্য,состояние
forwarding,forwarding,weiterleitung,ফরওয়ার্ডিং,пересылка
forwardness,forwardness,dreistigkeit,ধৃষ্টতা,развязность
foster,foster,fördern,লালনপালন করা,способствовать
fostering,fostering,förderung,প্রতিপালক,содействие
fought,fought,gekämpft,যুদ্ধ,дрался
found,found,gefunden,পাওয়া,найденный
foundational,foundational,grundlegend,মূল,основополагающий
fountainhead,fountainhead,urquell,উৎস,источник
fourfold,fourfold,vierfach,চার ভাগে বিভক্ত,вчетверо
fourteenth,fourteenth,vierzehnte,চতুর্দশ,четырнадцатый
fourth,fourth,vierte,চতুর্থ,четвертый
fourthly,fourthly,viertens,চতুর্থত,в-четвертых
fraction,fraction,fraktion,ভগ্নাংশ,доля
fractional,fractional,gebrochen,টুকরার ন্যায়,дробный
fragmentation,fragmentation,zersplitterung,টুকরা টুকরা করা,фрагментация
fragmented,fragmented,fragmentiert,খণ্ডিত,фрагментированы
frail,frail,gebrechlich,ভঙ্গুর,хилый
frame,frame,rahmen,ফ্রেম,рамка
framed,framed,gerahmt,ষড়যন্ত্র করে ফাঁসানো,обрамленный
frankincense,frankincense,weihrauch,লবান,ладан
fraught,fraught,angespannt,পরিপূর্ণ,чреватый
frayed,frayed,ausgefranst,ছেঁড়া,изношен
free,free,frei,বিনামূল্যে,свободно
freedom,freedom,freiheit,স্বাধীনতা,свобода
freelance,freelance,freiberuflich,ফ্রিল্যান্স,внештатно
freeman,freeman,ehrenbürger,স্বাধীন ব্যক্তি,почетный гражданин
freestyle,freestyle,freistil,ফ্রিস্টাইল,фристайл
freeway,freeway,autobahn,ফ্রিওয়ে,автострада
freeze,freeze,einfrieren,বরফে পরিণত করা,замерзать
freight,freight,fracht,মালবাহী,грузовой
freighter,freighter,frachter,মালবাহী,грузовое судно
frenzy,frenzy,raserei,উন্মত্ততা,неистовство
frequent,frequent,häufig,ঘন,частый
frequently,frequently,häufig,ঘনঘন,часто
fresh,fresh,frisch,তাজা,свежий
freshen,freshen,auffrischen,তাজা করা,освежать
freshman,freshman,student im ersten jahr,নবীন,первокурсник
freshness,freshness,frische,ঠাণ্ডাই,свежесть
friction,friction,reibung,ঘর্ষণ,трение
friday,friday,freitag,শুক্রবার,пятница
fridge,fridge,kühlschrank,রেফ্রিজারেটর,холодильник
friend,friend,freund,বন্ধু,друг
friendship,friendship,freundschaft,বন্ধুত্ব,дружба
frighten,frighten,erschrecken,আতঙ্কিত,стращать
frigidity,frigidity,frigidität,নিরাবেগ,фригидность
frivolous,frivolous,frivol,অসার,легкомысленный
fro,fro,her,ইতস্তত,сюда
frog,frog,frosch,বেঙ,лягушка
frolic,frolic,scherz,কৌতুক,резвость
front,front,vorderseite,সদর,фронт
frontage,frontage,front,অট্টালিকার সদর,палисадник
frosty,frosty,eisig,অত্যন্ত ঠাণ্ডা,морозный
frozen,frozen,gefroren,হিমায়িত,замороженный
frugal,frugal,sparsam,মিতব্যয়ী,скудный
fruit,fruit,obst,ফল,фрукты
fruition,fruition,verwirklichung,সিদ্ধি,осуществление
fruitless,fruitless,fruchtlos,নিষ্ফল,бесплодный
frustrated,frustrated,frustriert,হতাশ,несостоявшийся
frustrating,frustrating,frustrierend,হতাশাজনক,разочаровывающий
fucker,fucker,ficker,ধৈর্য,подонок
fuel,fuel,treibstoff,জ্বালানি,топливо
fulfill,fulfill,erfüllen,মেটান,выполнять
fulfillment,fulfillment,erfüllung,সিদ্ধি,выполнение
fullness,fullness,fülle,পূর্ণতা,полнота
fume,fume,rauch,ধূম্র,дымить
fuming,fuming,rauchend,ধূমায়মান,дымящей
functionality,functionality,funktionalität,কার্যকারিতা,функциональность
functionary,functionary,funktionär,কার্যনির্বাহক,функционер
fund,fund,fonds,তহবিল,фонд
fundamental,fundamental,grundlegend,মৌলিক,фундаментальный
fundamentalism,fundamentalism,fundamentalismus,অন্ধবিশ্বাস,фундаментализм
funereal,funereal,begräbnis,নিরানন্দ,похоронный
fungi,fungi,pilze,ছত্রাক,грибы
funnel,funnel,trichter,ফানেল,воронка
funny,funny,komisch,হাস্যকর,веселая
fur,fur,pelz,পশম,мех
furious,furious,wütend,অগ্নিশর্মা,яростный
furlough,furlough,urlaub,সাময়িক ছুটি,отпуск
furnace,furnace,ofen,অগ্নিকুণ্ড,печь
furnish,furnish,liefern,সজ্জিত করা,отделка
furry,furry,pelzig,লোমযুক্ত,пушистый
furtherance,furtherance,förderung,উন্নতিবিধান,способствование осуществлению
fuse,fuse,sicherung,দ্রব করা,предохранитель
fused,fused,verschmolzen,নিলীন,плавленый
fuselage,fuselage,rumpf,বিমানপোতের কাঠাম,фюзеляж
futile,futile,zwecklos,বৃথা,бесполезный
futility,futility,sinnlosigkeit,নিরর্থকতা,бесполезность
futurism,futurism,futurismus,ভবিষ্যবাদ,футуризм
futuristic,futuristic,futuristisch,আধুনিক,футуристический
gadget,gadget,gerät,গ্যাজেট,приспособление
gaelic,gaelic,gälisch,গ্যেলিক,гаэльский
gain,gain,gewinnen,লাভ করা,усиление
gaining,gaining,gewinnung,হত্তন,получение
gains,gains,gewinne,লাভ,доходы
galaxy,galaxy,galaxis,ছায়াপথ,галактика
gallbladder,gallbladder,gallenblase,পিত্তকোষ,желчного пузыря
galley,galley,galeere,জাহাজের,камбуз
gallon,gallon,gallone,পয়সের পাঁচ সের,галлон
gallop,gallop,galopp,দ্রুত অগ্রসর হত্তয়া,галопом
gallows,gallows,galgen,ফাঁসিকাঠ,виселица
game,game,spiel,খেলা,игра
gangrene,gangrene,gangrän,পচন,гангрена
garb,garb,gewand,পোশাক,одеяние
garbage,garbage,müll,আবর্জনা,мусор
garden,garden,garten,বাগান,сад
gardenia,gardenia,gardenie,গন্ধরাজ ফুল,гардения
gargantuan,gargantuan,gigantisch,প্রকাণ্ড,гигантский
gargoyle,gargoyle,wasserspeier,মর্কট,горгулья
garlic,garlic,knoblauch,রসুন,чеснок
garner,garner,sammler,শস্যভাণ্ডার,запасать
garter,garter,strumpfband,গাটার,подвязка
gasoline,gasoline,benzin,পেট্রল,бензин
gasp,gasp,keuchen,খাবি,удушье
gassing,gassing,vergasung,অসার কথা,выделение газа
gastroenterology,gastroenterology,gastroenterologie,গ্যাস্ট্রএন্ট্রেরলজি,гастроэнтерология
gastronomy,gastronomy,gastronomie,সুখাদ্য ভোজন-বিদ্যা,гастрономия
gate,gate,tor,গেট,ворота
gateway,gateway,tor,প্রবেশপথ,шлюз
gatherer,gatherer,sammler,সংগ্রাহক,сборщик
gathering,gathering,versammlung,জমায়েত,сбор
gauntlet,gauntlet,stulpe,সামরিক শাস্তিবিশেষ,рукавица
gavel,gavel,hammer,সভাপতির হাতুড়ি,молоток
gay,gay,fröhlich,গে,гей
gear,gear,ausrüstung,গিয়ার্,шестерня
gelatin,gelatin,gelatine,সিরিশ-আঠা,желатин
gemini,gemini,zwillinge,মিথুনরাশি,близнецы
gender,gender,geschlecht,লিঙ্গ,пол
gene,gene,gen,জিন,ген
genealogical,genealogical,genealogisch,কুলুজি সংক্রান্ত,генеалогический
genealogist,genealogist,genealoge,পরিবার বিশেষজ্ঞ,специалист по генеалогии
general,general,allgemeines,সাধারণ,генеральная
generalization,generalization,verallgemeinerung,সাধারণীকরণ,обобщение
generalized,generalized,verallgemeinert,সাধারণ,обобщенный
generalship,generalship,feldherrn,সেনাপতিত্ব,генеральский чин
generating,generating,generieren,উৎপাদিত,порождающий
generational,generational,generation,উত্পাদনশীল,поколения
generative,generative,generativ,সৃজক,порождающий
generic,generic,generisch,জাতিবাচক,общий
generically,generically,generisch,জেনেরিক,обобщенно
generosity,generosity,großzügigkeit,দাক্ষিণ্য,щедрость
genetic,genetic,genetisch bedingt,উদ্ভব সম্বন্ধীয়,генетический
genetically,genetically,genetisch,জেনেটিকালি,генетически
geneticist,geneticist,genetiker,প্রজনন বিজ্ঞান বিশেষজ্ঞ,генетик
genetics,genetics,genetik,প্রজননশাস্ত্র,генетика
genome,genome,genom,জিনোম,геном
gentlefolk,gentlefolk,liebe leute,ভদ্রলোকসমূহ,дворянство
gently,gently,sanft,আস্তে,осторожно
genuine,genuine,original-,অকৃত্রিম,подлинный
genuinely,genuinely,wirklich,সত্যি সত্যি,неподдельно
geocentric,geocentric,geozentrisch,ভূকেনি্দ্রক,геоцентрический
geochemistry,geochemistry,geochemie,ভু-রাসায়ন,геохимия
geographer,geographer,geograph,ভৌগোলিক,географ
geometry,geometry,geometrie,জ্যামিতি,геометрия
geophysicist,geophysicist,geophysiker,ভূপদার্থবিদ্যা,геофизик
geopolitics,geopolitics,geopolitik,ভূ,геополитика
geriatrics,geriatrics,geriatrie,বার্ধক্যবিদ্যা,гериатрия
germs,germs,keime,জীবাণু,ростки
gesture,gesture,geste,অঙ্গভঙ্গি,жест
get,get,bekommen,পাওয়া,получить
getup,getup,aufstehen,উঠে পড়,вставай
geyser,geyser,geysir,উষ্ণপ্রস্রবণ,гейзер
ghost,ghost,geist,প্রেতাত্মা,призрак
ghostly,ghostly,gespenstisch,ভৌতিক,призрачный
ghoul,ghoul,ghul,পিশাচ,упырь
giant,giant,riese,দৈত্য,гигант
giantess,giantess,riesin,দানবী,великанша
gibberish,gibberish,kauderwelsch,অর্থহীন কথা,тарабарщина
gifted,gifted,begabtes,প্রতিভাধর,одаренный
gilding,gilding,vergoldung,গিলটি,золочение
gills,gills,kiemen,তাদের ফুসফুসে,жабры
ginger,ginger,ingwer,আদা,имбирь
girdle,girdle,gürtel,ঘের,пояс
girl,girl,mädchen,মেয়ে,девушка
gist,gist,kern,সারকথা,суть
give,give,geben,দিতে,дайте
gizzard,gizzard,muskelmagen,কণ্ঠ,глотка
glacial,glacial,gletscher,জমাট বাঁধা,ледниковый
glad,glad,froh,আনন্দিত,довольный
glam,glam,bezaubernd,গ্ল্যাম,глэм
glare,glare,blendung,একদৃষ্টি,яркий свет
glazing,glazing,verglasung,চাকচিক্যময়,глазурь
gliding,gliding,gleiten,পিছলান,скольжение
glimpse,glimpse,blick,আভাস,проблеск
glisten,glisten,glitzern,ঝলমল করা,блестеть
globalization,globalization,globalisierung,বিশ্বায়নের,глобализация
glorified,glorified,verherrlicht,মহিমান্বিত,прославлен
glorify,glorify,verherrlichen,কীর্তন করা,прославлять
glorious,glorious,herrlich,মহিমান্বিত,славный
gloriously,gloriously,herrlich,মহান,славно
glove,glove,handschuh,দস্তানা,перчатка
glue,glue,kleben,আঠা,клей
glutton,glutton,vielfraß,পেটুক,обжора
gluttony,gluttony,völlerei,অতিভোজন,прожорливость
glycemic,glycemic,glykämisch,আমার স্নাতকের,гликемический
gnarled,gnarled,knotig,গ্রন্থিল,угловатый
gnome,gnome,gnom,সূক্ত,гном
goal,goal,tor,লক্ষ্য,цель
goalie,goalie,tormann,গোলরক্ষক,вратарь
goatee,goatee,spitzbart,নুর,эспаньолка
goblet,goblet,kelch,পানপাত্র,кубок
godchild,godchild,patenkind,ধর্মসন্তান,крестница
goddaughter,goddaughter,patentochter,ধর্মকন্যা,крестница
goddess,goddess,göttin,দেবী,богиня
godfather,godfather,pate,ধর্মপিতা,крестный отец
godless,godless,gottlos,অধার্মিক,безбожный
godliness,godliness,frömmigkeit,ধার্মিকতা,благочестие
godmother,godmother,patin,ধর্মমাতা,крестная мама
goes,goes,geht,যায়,идет
goldfish,goldfish,goldfisch,গোল্ডফিশ,золотая рыбка
golfer,golfer,golfspieler,গল্ফ খেলোয়াড়,игрок в гольф
gonad,gonad,gonade,ডিম্বাশয়,яичник
gondola,gondola,gondel,গন্ডোলা,гондола
gonorrhea,gonorrhea,tripper,প্রমেহ,гонорея
goodness,goodness,güte,ধার্মিকতা,доброта
goose,goose,gans,হংসী,гусь
gosh,gosh,meine güte,ভগবন্,черт возьми
gospel,gospel,evangelium,গসপেল,евангелие
got,got,bekam,পেয়েছিলাম,получил
gotten,gotten,bekommen,অর্জিত,полученный
gourd,gourd,kürbis,লাউ,тыква
governance,governance,führung,শাসন,управление
governing,governing,regieren,নিয়ন্ত্রক,руководящий
governmental,governmental,regierung,সরকারি,правительственный
governorship,governorship,gouverneursamt,গভর্নর,губернаторство
grace,grace,anmut,অনুগ্রহ,грейс
grading,grading,einstufung,শূন্য,профилирование
gradual,gradual,allmählich,ক্রমিক,постепенный
graduate,graduate,absolvent,স্নাতক,выпускник
graduating,graduating,abschluss,স্নাতক,окончания
graduation,graduation,abschluss,স্নাতকের,градация
graft,graft,transplantat,ঘুস,трансплантат
grafting,grafting,pfropfung,কলম,прививка
grail,grail,gral,ঈপ্সিত বস্তু,грааль
grain,grain,korn,শস্য,зерно
grained,grained,gekörnt,খসখসে,зернистый
grainy,grainy,körnig,দানাদার,зернистый
gram,gram,gramm,গ্রাম,грамм
grammar,grammar,grammatik,ব্যাকরণ,грамматика
grammatical,grammatical,grammatikalisch,ব্যাকরণগত,грамматический
grammatically,grammatically,grammatikalisch,ব্যাকরণগতভাবে,грамматически
grand,grand,großartig,মহান,большой
granddad,granddad,opa,দাদামশায়,дед
granddaughter,granddaughter,enkelin,নাতনী,внучка
grandfather,grandfather,großvater,পিতামহ,дед
grandiose,grandiose,grandios,সুবিশাল,грандиозный
grandson,grandson,enkel,নাতি,внук
granite,granite,granit,গ্র্যানিত্শিলা,гранит
grant,grant,gewähren,প্রদান,даровать
granularity,granularity,die granularität,গ্র্যানুলারিটি,зернистость
graphic,graphic,grafik,গ্রাফিক,графический
graphics,graphics,grafik,গ্রাফিক্স,графика
grasp,grasp,griff,উপলব্ধি,схватывание
grasping,grasping,greifen,সুদৃঢ়,захватывая
grasshopper,grasshopper,heuschrecke,ফড়িং,кузнечик
grassland,grassland,wiese,কেদার,луг
grassy,grassy,grasig,শ্যামল,травянистый
gratefulness,gratefulness,dankbarkeit,কৃতজ্ঞতা,приятность
grater,grater,reibe,আঁচড়া,терка
gratification,gratification,befriedigung,পরিতৃপ্তি,удовлетворение
gratuity,gratuity,trinkgeld,আনুতোষিক,наградные
gravel,gravel,kies,নুড়ি,гравий
gravely,gravely,ernst,গুরুত্বসহকারে,серьезно
graves,graves,gräber,কবর,могилы
gravestone,gravestone,grabstein,সমাধিস্তম্ভ,могильная плита
gravitate,gravitate,gravitieren,ঝুঁকিয়ে পড়া,тяготеть
gravitational,gravitational,gravitativ,মহাকর্ষীয়,гравитационный
grayish,grayish,gräulich,ষৎ ধূসর,сероватый
graze,graze,grasen,আচড়,клевок
grease,grease,fett,চর্বি লাগানো,смазка
great,great,groß,মহান,великий
greatness,greatness,größe,মহিমা,величие
greed,greed,gier,ক্ষুধা,жадность
green,green,grün,সবুজ,зеленый
greenery,greenery,grün,শ্যামলিমা,зелень
grenade,grenade,granate,বোমা,граната
grew,grew,wuchs,বড় হয়েছি,вырос
greyhound,greyhound,windhund,ডালকুত্তা,борзая
grief,grief,trauer,বিষাদ,горе
grieved,grieved,betrübt,মন: ক্ষুণ্ণ,огорченный
grille,grille,gitter,জাফরি,решетка
grimace,grimace,grimasse,ভেংচি,гримаса
grimacing,grimacing,grimassieren,ঘেঙচানো,гримас
grind,grind,schleifen,চূর্ণনশব্দ,растереть
grinder,grinder,schleifer,পেষকদন্ত,шлифовальный станок
grinding,grinding,mahlen,হয়রান,шлифовка
grinning,grinning,grinsend,হাসিমুখের,ухмыляющийся
gripper,gripper,greifer,যার সাহায্যে শক্ত করে,захватное
grit,grit,streugut,কঙ্কর,зернистость
gritty,gritty,grobkörnig,বালুকাময়,песчаный
groan,groan,stöhnen,গাঁ,стон
groaning,groaning,stöhnen,ক্রঁদ,стонущий
groceries,groceries,lebensmittel,মুদীখানার পণ্যদ্রব্য,бакалейные товары
groom,groom,bräutigam,বর,жених
grotesque,grotesque,grotesk,অদ্ভুত,гротеск
grotto,grotto,grotte,গুহা,грот
grounding,grounding,erdung,ভিত্তি,заземления
groundwater,groundwater,grundwasser,ভূ,грунтовая вода
grout,grout,mörtel,তলানি,цементный раствор
growl,growl,knurren,গোঁ গোঁ শব্দ করা,рычание
grudge,grudge,groll,মনের ঝাল,недоброжелательство
grumbling,grumbling,murrend,গজ্গজানি,бурчание
grunt,grunt,grunzen,ঘোঁৎ ঘোঁৎ,хрюкать
guard,guard,bewachen,পাহারা,охрана
guarded,guarded,bewacht,সুরক্ষিত,охраняемый
guardian,guardian,wächter,অভিভাবক,опекун
guardianship,guardianship,vormundschaft,অভিভাবকত্ব,попечительство
guerrilla,guerrilla,guerilla,গেরিলা,партизанский
guess,guess,vermuten,অনুমান,угадай
guessing,guessing,raten,মনন,угадывание
guesswork,guesswork,rätselraten,অনুমানপ্রসূত মত,догадок
guide,guide,führen,গাইড,руководство
guiding,guiding,führung,পথনির্দেশক,направляющий
guild,guild,gilde,সমবায় সঙ্ঘ,гильдия
guise,guise,gestalt,ভান,личина
guitarist,guitarist,gitarrist,গিটার,гитарист
gullibility,gullibility,leichtgläubigkeit,যেকোনোকিছুকে সত্য বলে ধরে,доверчивость
gulp,gulp,schluck,গ্রাস,глоток
gum,gum,gummi,আঠা,жвачка
gummy,gummy,gummiartig,আঠাযুক্ত,смолистый
gunboat,gunboat,kanonenboot,কামান-বাহী পোত,канонерская лодка
gunfire,gunfire,gewehrfeuer,কামান দাগা,орудийный огонь
gunpowder,gunpowder,schießpulver,বারূদ,порох
gurney,gurney,bahre,গার্নি,гурни
gush,gush,schwall,প্রবাহ,фонтанировать
gushing,gushing,sprudelnd,প্রচুর পরিমাণে নির্গমনশীল,фонтанирование
gust,gust,böe,ঝাপটা,порыв
gutter,gutter,rinne,নর্দমা,водосточный желоб
gym,gym,fitnessstudio,জিম,гимнастический зал
gyrate,gyrate,kreisen,চক্রাকারে ঘোরা,свернутая спираль
gyro,gyro,kreisel,জাইরো,гироскоп
habit,habit,gewohnheit,অভ্যাস,привычка
habitability,habitability,bewohnbarkeit,বসবাসযোগ্যতা,обитаемость
habitat,habitat,lebensraum,আবাস,естественная среда
habitual,habitual,gewohnheitsmäßig,অভ্যাসগত,привычный
habituation,habituation,gewöhnung,খাপ খাইয়ে,привыкание
hacienda,hacienda,hazienda,বসতবাড়ি-সংবলিত বৃহৎ ভূসম্পত্তি,гасиенда
hack,hack,hacken,টাট্টু ঘোড়া,мотыга
haemorrhage,haemorrhage,blutung,রক্তস্রাব,кровоизлияние
hag,hag,hexe,কুত্সিত কুড়ি,карга
haggard,haggard,ausgezehrt,জীর্ণশীর্ণ,изможденный
hail,hail,hagel,শিলাবৃষ্টি,град
hailstone,hailstone,hagelkorn,শিল,градина
hairdo,hairdo,frisur,কেশবিন্যাস-প্রণালী,прическа
hairiness,hairiness,haarigkeit,কোশতা,волосатость
hairpin,hairpin,haarnadel,মাথার কাঁটা,заколка для волос
hairy,hairy,behaart,লোমশ,волосатый
half,half,hälfte,অর্ধেক,половина
hallelujah,hallelujah,halleluja,শ্বরের স্তবগান,аллилуйя
hallmark,hallmark,kennzeichen,ছাপ দেত্তয়া,отличительный признак
hallowed,hallowed,geheiligt,পবিত্র,святится
hallucinatory,hallucinatory,halluzinatorisch,অলীক কথাবার্তা,вызывающий галлюцинации
hallucinogen,hallucinogen,halluzinogen,হেলুসিনেজন,галлюциноген
halo,halo,heiligenschein,বর্ণবলয়,гало
halved,halved,halbiert,আধলা,вдвое
halves,halves,hälften,অর্ধেক,половинки
ham,ham,schinken,হ্যাম,ветчина
hammock,hammock,hängematte,বিছানাবিশেষ,гамак
hamper,hamper,korb,ব্যাহত করা,затруднять
handcuff,handcuff,handschelle,হাতকড়া পরান,наручник
handed,handed,übergeben,হাতি,руками
handful,handful,hand voll,থাবা,горсть
handicapping,handicapping,handicap,হ্যান্ডিক্যাপিং,препятствование
handiness,handiness,handlichkeit,কুশলীতা,поворотливость
handle,handle,griff,হাতল,ручка
handmaid,handmaid,magd,দাসী,служанка
handover,handover,aushändigen,হস্তান্তর,сдавать
handset,handset,mobilteil,হ্যান্ডসেট,телефонная трубка
handwriting,handwriting,handschrift,হস্তাক্ষর,почерк
hanging,hanging,hängend,ঝুলন্ত,подвешивание
hangover,hangover,kater,অপ্রীতিকর পরিণাম,похмелье
harbor,harbor,hafen,আশ্রয়,гавань
hard,hard,hart,কঠিন,жесткий
hardened,hardened,gehärtet,কঠিনীভূত,закаленные
hardening,hardening,härten,শক্ত,упрочнение
hardware,hardware,hardware-,হার্ডওয়্যার,аппаратные средства
hardworking,hardworking,hart arbeitend,কঠোর পরিশ্রম,трудолюбивая
hardy,hardy,winterhart,কষ্টসহিষ্ণু,выносливый
hare,hare,hase,খরগোশ,заяц
hark,hark,horchen,শোনা,чу
harlotry,harlotry,hurerei,বেশ্যাগিরি,распутство
harmless,harmless,harmlos,নির্দোষ,безвредный
harmonic,harmonic,harmonisch,সুরেলা,гармоника
harmonica,harmonica,mundharmonika,মাউথ-অর্গান,губная гармоника
harmonics,harmonics,oberschwingungen,সুরবিজ্ঞান,гармоники
harmonious,harmonious,harmonisch,সুরেলা,гармоничный
harp,harp,harfe,বীণা,арфа
harpoon,harpoon,harpune,টেটা,гарпун
