language_id,word_form,concept_id,concept_number,eng_word_form,semantic_domain
rus,посетить,besuchen::V,918,visit,Social and political relations
rus,встретить,treffen::V,919,meet,Social and political relations
rus,собраться,sich versammeln::V,920,assemble,Social and political relations
rus,играть,spielen::V,921,play,Emotions and values
rus,петь,singen::V,922,sing,Speech and language
rus,плясать,tanzen::V,923,dance,Motion
rus,танцевать,tanzen::V,923,dance,Motion
rus,расстаться,sich trennen::V,924,separate,Motion
rus,покинуть,verlassen::V,925,leave,Motion
rus,спасти,retten::V,926,rescue,Possession
rus,охранять,bewachen::V,927,guard,Basic actions and technology
rus,уберегать,schützen::V,928,protect,Basic actions and technology
rus,защитить,verteidigen::V,929,defend,Basic actions and technology
rus,драться,sich schlagen::V,930,brawl,Basic actions and technology
rus,стрелять,schießen::V,931,shoot,Basic actions and technology
rus,победить,siegen::V,932,win,Social and political relations
rus,сердить,ärgern::V,933,annoy,Emotions and values
rus,ударить,schlagen::V,934,beat,Basic actions and technology
rus,пинать,treten::V,935,kick,Motion
rus,уколоть,stechen::V,936,sting,The body
rus,толкнуть,stoßen::V,937,shove,Motion
rus,украсть,stehlen::V,938,steal,Basic actions and technology
rus,помешать,stören::V,939,disturb,Emotions and values
rus,надоедать,belästigen::V,940,bother,Emotions and values
rus,скрыть,verbergen::V,941,conceal,Spatial relations
rus,обмануть,täuschen::V,942,deceive,Emotions and values
rus,смошенничать,betrügen::V,943,cheat,Cognition
rus,убить,töten::V,944,kill,The body
rus,проживать,wohnen::V,945,dwell,The house
rus,работать,arbeiten::V,946,work,Basic actions and technology
rus,собрать,sammeln::V,947,gather,Spatial relations
rus,рвать,pflücken::V,948,pick,Basic actions and technology
rus,срывать,pflücken::V,948,pick,Basic actions and technology
rus,охотиться,jagen::V,949,hunt,Basic actions and technology
rus,рыбачить,fischen::V,950,fish,Basic actions and technology
rus,поймать,fassen::V,951,catch,Basic actions and technology
rus,пасти,hüten::V,952,herd,Basic actions and technology
rus,гнать,treiben::V,953,drive,Animals
rus,привязать,anbinden::V,954,tie up,Basic actions and technology
rus,кормить,füttern::V,955,feed,Food and drink
rus,доить,melken::V,956,milk,Food and drink
rus,рубить,hacken::V,957,chop,Basic actions and technology
rus,полить,gießen::V,958,water,Agriculture and vegetation
rus,созреть,reifen::V,959,ripen,Food and drink
rus,приготовить,zubereiten::V,960,cook,Food and drink
rus,варить,kochen::V,961,boil,Food and drink
rus,печь,backen::V,962,bake,Food and drink
rus,жарить,braten::V,963,fry,Food and drink
rus,перемешать,umrühren::V,964,stir,Food and drink
rus,вязать,stricken::V,965,knit,Basic actions and technology
rus,шить,nähen::V,966,sew,Clothing and grooming
rus,покрасить,färben::V,967,dye,Clothing and grooming
rus,очистить,reinigen::V,968,clean,Motion
rus,стирать,waschen::V,969,wash,Basic actions and technology
rus,вытереть,abwischen::V,970,wipe,Basic actions and technology
rus,полоскать,spülen::V,971,rinse,Basic actions and technology
rus,подметать,fegen::V,972,sweep,Basic actions and technology
rus,мести,kehren::V,973,sweep,Basic actions and technology
rus,купаться,baden::V,974,bath,The body
rus,мыться,sich waschen::V,975,wash,Basic actions and technology
rus,снять,ausziehen::V,976,take off,Basic actions and technology
rus,надеть,anziehen::V,977,put on,Clothing and grooming
rus,одеться,sich anziehen::V,978,get dressed,Clothing and grooming
rus,причесать,kämmen::V,979,comb,Clothing and grooming
rus,украсить,schmücken::V,980,decorate,Clothing and grooming
rus,сказать,sagen::V,981,say,Speech and language
rus,говорить,sprechen::V,982,speak,Speech and language
rus,разговаривать,reden::V,983,talk,Basic actions and technology
rus,беседовать,sich unterhalten::V,984,chat,Basic actions and technology
rus,спросить,fragen::V,985,ask,Speech and language
rus,просить,bitten::V,986,request,Speech and language
rus,рассказать,erzählen::V,987,tell,Speech and language
rus,сообщить,mitteilen::V,988,convey,Basic actions and technology
rus,назвать,nennen::V,989,name,Speech and language
rus,звать,rufen::V,990,call,Speech and language
rus,хвастаться,prahlen::V,991,brag,Speech and language
rus,перевести,übersetzen::V,992,translate,Basic actions and technology
rus,думать,denken::V,993,think,Cognition
rus,верить,glauben::V,994,believe,Cognition
rus,заметить,bemerken::V,995,notice,Basic actions and technology
rus,узнать,erkennen::V,996,recognize,Basic actions and technology
rus,понять,begreifen::V,997,grasp,Cognition
rus,постичь,begreifen::V,997,grasp,Cognition
rus,услышать,verstehen::V,998,understand,Cognition
rus,учиться,lernen::V,999,learn,Cognition
rus,знать,wissen::V,1000,know,Cognition
rus,вспомнить,sich erinnern an::V,1001,remember,Cognition
rus,забыть,vergessen::V,1002,forget,Cognition
rus,мерить,messen::V,1003,measure,Spatial relations
rus,считать,zählen::V,1004,count,Quantity
rus,считать,rechnen::V,1005,calculate,Modern world
rus,читать,lesen::V,1006,read,Speech and language
rus,рисовать,malen::V,1007,paint,Basic actions and technology
rus,рисовать,zeichnen::V,1008,draw,Basic actions and technology
rus,писать,schreiben::V,1009,write,Speech and language
rus,иметь,besitzen::V,1010,own,Possession
rus,купить,kaufen::V,1011,buy,Possession
rus,продать,verkaufen::V,1012,sell,Possession
rus,заплатить,bezahlen::V,1013,pay for,Possession
rus,платить,zahlen::V,1014,pay,Possession
rus,владеть,beherrschen::V,1015,rule,Social and political relations
rus,вытерпеть,ertragen::V,1016,endure,Basic actions and technology
deu,Auge,Auge::N,1,eye,The body
deu,Ohr,Ohr::N,2,ear,The body
deu,Nase,Nase::N,3,nose,The body
deu,Mund,Mund::N,4,mouth,The body
deu,Zahn,Zahn::N,5,tooth,The body
deu,Zunge,Zunge::N,6,tongue,The body
deu,Lippe,Lippe::N,7,lip,The body
deu,Wange,Wange::N,8,cheek,The body
deu,Gesicht,Gesicht::N,9,face,The body
deu,Stirn,Stirn::N,10,forehead,The body
deu,Haar,Haar::N,11,hair,The body
deu,Schnurrbart,Schnurrbart::N,12,moustache,The body
deu,Bart,Bart::N,13,beard,The body
deu,Kinn,Kinn::N,14,chin,The body
deu,Kiefer,Kiefer[Anatomie]::N,15,jaw,The body
deu,Kehle,Kehle::N,16,throat,The body
deu,Hals,Hals::N,17,neck,The body
deu,Genick,Genick::N,18,nape,The body
deu,Kopf,Kopf::N,19,head,The body
deu,Rücken,Rücken::N,20,back,The body
deu,Rücken,Rücken::N,20,spine,The body
deu,Bauch,Bauch::N,21,belly,The body
deu,Nabel,Nabel::N,22,navel,The body
deu,Busen,Busen::N,23,bosom,The body
deu,Brust,Brust::N,24,chest,The body
deu,Brust,Brust::N,24,breast,The body
deu,Schulter,Schulter::N,25,shoulder,The body
deu,Arm,Arm::N,26,arm,The body
deu,Ellenbogen,Ellenbogen::N,27,elbow,The body
deu,Hand,Hand::N,28,hand,The body
deu,Handfläche,Handfläche::N,29,palm,The body
deu,Finger,Finger::N,30,finger,The body
deu,Fingernagel,Fingernagel::N,31,fingernail,The body
deu,Nagel,Nagel[Anatomie]::N,32,nail,The body
deu,Zeh,Zeh::N,33,toe,The body
deu,Fuß,Fuß::N,34,foot,The body
deu,Ferse,Ferse::N,35,heel,The body
deu,Knie,Knie::N,36,knee,The body
deu,Oberschenkel,Oberschenkel::N,37,thigh,The body
deu,Bein,Bein::N,38,leg,The body
deu,Körper,Körper::N,39,body,The body
deu,Haut,Haut::N,40,skin,The body
deu,Blut,Blut::N,41,blood,The body
deu,Ader,Ader::N,42,vein,The body
deu,Sehne,Sehne::N,43,sinew,The body
deu,Knochen,Knochen::N,44,bone,The body
deu,Gehirn,Gehirn::N,45,brain,The body
deu,Herz,Herz::N,46,heart,The body
deu,Magen,Magen::N,47,stomach,The body
deu,Leber,Leber::N,48,liver,The body
deu,Atem,Atem::N,49,breath,The body
deu,Hunger,Hunger::N,50,hunger,Food and drink
deu,Träne,Träne::N,51,tear,Emotions and values
deu,Geschmack,Geschmack::N,52,flavour,Food and drink
deu,Geschmack,Geschmack::N,52,flavor,Food and drink
deu,Geruch,Geruch::N,53,odor,Sense perception
deu,Geruch,Geruch::N,53,odour,Sense perception
deu,Schlaf,Schlaf::N,54,sleep,Basic actions and technology
deu,Traum,Traum::N,55,dream,The body
deu,Himmel,Himmel::N,56,sky,The physical world
deu,Sonne,Sonne::N,57,sun,The physical world
deu,Mond,Mond::N,58,moon,The physical world
deu,Stern,Stern::N,59,star,The physical world
deu,Luft,Luft::N,60,air,The physical world
deu,Wind,Wind::N,61,wind,The physical world
deu,Welle,Welle::N,62,wave,The physical world
deu,Wasser,Wasser::N,63,water,The physical world
deu,Stein,Stein::N,64,stone,The physical world
deu,Boden,Boden::N,65,ground,The physical world
deu,Boden,Boden::N,65,soil,The physical world
deu,Erde,Erde::N,66,earth,The physical world
deu,Staub,Staub::N,67,dust,The physical world
deu,Rauch,Rauch::N,68,smoke,The physical world
deu,Funke,Funke::N,69,spark,The physical world
deu,Feuer,Feuer::N,70,fire,The physical world
deu,Licht,Licht::N,71,light,The physical world
deu,Schatten,Schatten::N,72,shadow,The physical world
deu,Wetter,Wetter::N,73,weather,The physical world
deu,Nebel,Nebel::N,74,fog,The physical world
deu,Wolke,Wolke::N,75,cloud,The physical world
deu,Regen,Regen::N,76,rain,The physical world
deu,Schnee,Schnee::N,77,snow,The physical world
deu,Eis,Eis::N,78,ice,The physical world
deu,Frost,Frost::N,79,frost,Sense perception
deu,Kälte,Kälte::N,80,chill,Sense perception
deu,Hitze,Hitze::N,81,heat,The physical world
deu,Raureif,Raureif::N,82,hoarfrost,Sense perception
deu,Regenbogen,Regenbogen::N,83,rainbow,The physical world
deu,Donner,Donner::N,84,thunder,The physical world
deu,Strömung,Strömung::N,85,current,The physical world
deu,Tropfen,Tropfen::N,86,drop,Quantity
deu,Schaum,Schaum::N,87,foam,The physical world
deu,Schmutz,Schmutz::N,88,dirt,Sense perception
deu,See,See::N,89,lake,The physical world
deu,Sumpf,Sumpf::N,90,swamp,The physical world
deu,Moor,Moor::N,91,moor,The physical world
deu,Wiese,Wiese::N,92,meadow,The physical world
deu,Wald,Wald::N,93,forest,The physical world
deu,Hügel,Hügel::N,94,hill,The physical world
deu,Anhöhe,Anhöhe::N,95,elevation,The physical world
deu,Berg,Berg::N,96,mountain,The physical world
deu,Gipfel,Gipfel::N,97,summit,The physical world
deu,Höhle,Höhle::N,98,cave,The physical world
deu,Abhang,Abhang::N,99,slope,The physical world
deu,Quelle,Quelle::N,100,source,The physical world
deu,Bach,Bach::N,101,brook,The physical world
deu,Fluss,Fluss::N,102,river,The physical world
deu,Ufer,Ufer::N,103,shore,The physical world
deu,Küste,Küste::N,104,coast,The physical world
deu,Festland,Festland::N,105,land,The physical world
deu,Meer,Meer::N,106,sea,The physical world
deu,Bucht,Bucht::N,107,cove,The physical world
deu,Insel,Insel::N,108,island,The physical world
deu,Blume,Blume::N,109,flower,Agriculture and vegetation
deu,Gras,Gras::N,110,grass,Agriculture and vegetation
deu,Wurzel,Wurzel::N,111,root,Agriculture and vegetation
deu,Baum,Baum::N,112,tree,Agriculture and vegetation
deu,Stamm,Stamm::N,113,trunk,Agriculture and vegetation
deu,Rinde,Rinde::N,114,bark,Agriculture and vegetation
deu,Ast,Ast::N,115,limb,The physical world
deu,Zweig,Zweig::N,116,branch,Agriculture and vegetation
deu,Blatt,Blatt::N,117,leaf,Agriculture and vegetation
deu,Birke,Birke::N,118,birch,Agriculture and vegetation
deu,Kiefer,Kiefer[Baum]::N,119,pine,Agriculture and vegetation
deu,Weide,Weide[Baum]::N,120,willow,Agriculture and vegetation
deu,Tanne,Tanne::N,121,fir,Agriculture and vegetation
deu,Horn,Horn::N,122,horn,The body
deu,Feder,Feder::N,123,feather,The body
deu,Fell,Fell::N,124,fur,Clothing and grooming
deu,Flügel,Flügel::N,125,wing,The body
deu,Klaue,Klaue::N,126,claw,Animals
deu,Kralle,Kralle::N,127,claw,Animals
deu,Schwanz,Schwanz::N,128,tail,The body
deu,Ei,Ei::N,129,egg,Food and drink
deu,Nest,Nest::N,130,nest,Animals
deu,Bau,Bau::N,131,lair,Animals
deu,Tier,Tier::N,132,animal,Animals
deu,Herde,Herde::N,133,flock,Animals
deu,Kuh,Kuh::N,134,cow,Animals
deu,Bulle,Bulle::N,135,bull,Animals
deu,Pferd,Pferd::N,136,horse,Animals
deu,Schaf,Schaf::N,137,sheep,Animals
deu,Schwein,Schwein::N,138,pig,Animals
deu,Hund,Hund::N,139,dog,Animals
deu,Katze,Katze::N,140,cat,Animals
deu,Bär,Bär::N,141,bear,Animals
deu,Eichhörnchen,Eichhörnchen::N,142,squirrel,Animals
deu,Elch,Elch::N,143,elk,Animals
deu,Fuchs,Fuchs::N,144,fox,Animals
deu,Hase,Hase::N,145,hare,Animals
deu,Maus,Maus::N,146,mouse,Animals
deu,Wolf,Wolf::N,147,wolf,Animals
deu,Vogel,Vogel::N,148,bird,Animals
deu,Schwarm,Schwarm::N,149,swarm,Animals
deu,Huhn,Huhn::N,150,chicken,Animals
deu,Hahn,Hahn::N,151,cock,Animals
deu,Gans,Gans::N,152,goose,Animals
deu,Adler,Adler::N,153,eagle,Animals
deu,Ente,Ente::N,154,duck,Animals
deu,Eule,Eule::N,155,owl,Animals
deu,Kranich,Kranich::N,156,crane,Animals
deu,Krähe,Krähe::N,157,crow,Animals
deu,Kuckuck,Kuckuck::N,158,cuckoo,Animals
deu,Schwan,Schwan::N,159,swan,Animals
deu,Fisch,Fisch::N,160,fish,Animals
deu,Barsch,Barsch::N,161,perch,Animals
deu,Hecht,Hecht::N,162,pike,Animals
deu,Schlange,Schlange[Tier]::N,163,snake,Animals
deu,Wurm,Wurm::N,164,worm,Animals
deu,Spinne,Spinne::N,165,spider,Animals
deu,Ameise,Ameise::N,166,ant,Animals
deu,Laus,Laus::N,167,louse,Animals
deu,Mücke,Mücke::N,168,midge,Animals
deu,Fliege,Fliege::N,169,fly,Animals
deu,Schmetterling,Schmetterling::N,170,butterfly,Animals
deu,Beere,Beere::N,171,berry,Food and drink
deu,Apfel,Apfel::N,172,apple,Agriculture and vegetation
deu,Pilz,Pilz::N,173,mushroom,Agriculture and vegetation
deu,Zwiebel,Zwiebel::N,174,onion,Agriculture and vegetation
deu,Saat,Saat::N,175,seed,Agriculture and vegetation
deu,Korn,Korn::N,176,grain,Quantity
deu,Heu,Heu::N,177,hay,Agriculture and vegetation
deu,Schale,Schale::N,178,husk,Food and drink
deu,Grube,Grube::N,179,pit,The physical world
deu,Falle,Falle::N,180,trap,Basic actions and technology
deu,Schlinge,Schlinge::N,181,noose,Basic actions and technology
deu,Spur,Spur::N,182,track,The body
deu,Asche,Asche::N,183,ashes,The physical world
deu,Dreck,Dreck::N,184,filth,Sense perception
deu,Eisen,Eisen::N,185,iron,Basic actions and technology
deu,Gold,Gold::N,186,gold,Basic actions and technology
deu,Silber,Silber::N,187,silver,Basic actions and technology
deu,Kohle,Kohle::N,188,coal,The physical world
deu,Glas,Glas::N,189,glass,Basic actions and technology
deu,Lehm,Lehm::N,190,clay,Basic actions and technology
deu,Sand,Sand::N,191,sand,The physical world
deu,Mensch,Mensch::N,192,human,Kinship
deu,Mann,Mann::N,193,man,Kinship
deu,Frau,Frau::N,194,woman,Kinship
deu,Kind,Kind::N,195,child,Kinship
deu,Junge,Junge::N,196,boy,Kinship
deu,Mädchen,Mädchen::N,197,girl,Kinship
deu,Familie,Familie::N,198,family,Kinship
deu,Großvater,Großvater::N,199,grandfather,Kinship
deu,Großmutter,Großmutter::N,200,grandmother,Kinship
deu,Eltern,Eltern::N,201,parents,Kinship
deu,Vater,Vater::N,202,father,Kinship
deu,Mutter,Mutter::N,203,mother,Kinship
deu,Sohn,Sohn::N,204,son,Kinship
deu,Tochter,Tochter::N,205,daughter,Kinship
deu,Bruder,Bruder::N,206,brother,Kinship
deu,Schwester,Schwester::N,207,sister,Kinship
deu,Onkel,Onkel::N,208,uncle,Kinship
deu,Tante,Tante::N,209,aunt,Kinship
deu,Ehemann,Ehemann::N,210,husband,Kinship
deu,Ehefrau,Ehefrau::N,211,wife,Kinship
deu,Freude,Freude::N,212,joy,Emotions and values
deu,Gelächter,Gelächter::N,213,laughter,Emotions and values
deu,Glück,Glück::N,214,happiness,Emotions and values
deu,Kummer,Kummer::N,215,grief,Emotions and values
deu,Wunsch,Wunsch::N,216,wish,Emotions and values
deu,Lust,Lust::N,217,desire,Emotions and values
deu,Geist,Geist::N,218,spirit,Emotions and values
deu,Gedanke,Gedanke::N,219,thought,Emotions and values
deu,Gedächtnis,Gedächtnis::N,220,memory,Cognition
deu,Verstand,Verstand::N,221,mind,Cognition
deu,Sinn,Sinn::N,222,meaning,Emotions and values
deu,Grund,Grund::N,223,reason,Emotions and values
deu,Wahrheit,Wahrheit::N,224,truth,Emotions and values
deu,Gespräch,Gespräch::N,225,talk,Basic actions and technology
deu,Märchen,Märchen::N,226,fairy tale,Modern world
deu,Erzählung,Erzählung::N,227,story,Speech and language
deu,Nachricht,Nachricht::N,228,message,Basic actions and technology
deu,Neuigkeit,Neuigkeit::N,229,news,Basic actions and technology
deu,Name,Name::N,230,name,Speech and language
deu,Rätsel,Rätsel::N,231,puzzle,Speech and language
deu,Rede,Rede::N,232,speech,Speech and language
deu,Sprache,Sprache::N,233,language,Speech and language
deu,Stimme,Stimme::N,234,voice,Speech and language
deu,Wort,Wort::N,235,word,Speech and language
deu,Zeichen,Zeichen::N,236,sign,Speech and language
deu,Ruf,Ruf::N,237,call,Basic actions and technology
deu,Lärm,Lärm::N,238,noise,Sense perception
deu,Laut,Laut::N,239,sound,Sense perception
deu,Ton,Ton::N,240,tone,Sense perception
deu,Lied,Lied::N,241,song,Modern world
deu,Ruhe,Ruhe::N,242,calm,Sense perception
deu,Leute,Leute::N,243,people,Social and political relations
deu,Volk,Volk::N,244,nation,Social and political relations
deu,Arbeit,Arbeit::N,245,work,Basic actions and technology
deu,Gast,Gast::N,246,guest,Social and political relations
deu,Geschenk,Geschenk::N,247,gift,Basic actions and technology
deu,Spiel,Spiel::N,248,game,Social and political relations
deu,Gesellschaft,Gesellschaft::N,249,company,Modern world
deu,Hilfe,Hilfe::N,250,help,Social and political relations
deu,Freund,Freund::N,251,friend,Social and political relations
deu,Kamerad,Kamerad::N,252,companion,Social and political relations
deu,Angelegenheit,Angelegenheit::N,253,matter,Quantity
deu,Anzahl,Anzahl::N,254,count,Modern world
deu,Art,Art::N,255,sort,Cognition
deu,Stück,Stück::N,256,piece,Quantity
deu,Teil,Teil::N,257,part,Quantity
deu,Hälfte,Hälfte::N,258,half,Quantity
deu,Kreis,Kreis::N,259,circle,Spatial relations
deu,Kreuz,Kreuz::N,260,cross,Spatial relations
deu,Linie,Linie::N,261,line,Spatial relations
deu,Strich,Strich::N,262,stroke,Modern world
deu,Abstand,Abstand::N,263,gap,Spatial relations
deu,Entfernung,Entfernung::N,264,distance,Spatial relations
deu,Gegend,Gegend::N,265,area,The physical world
deu,Platz,Platz::N,266,space,Spatial relations
deu,Ort,Ort::N,267,place,Spatial relations
deu,Seite,Seite::N,268,side,Spatial relations
deu,Mitte,Mitte::N,269,middle,Spatial relations
deu,Gegenstand,Gegenstand::N,270,item,The physical world
deu,Sache,Sache::N,271,thing,Possession
deu,Rand,Rand::N,272,fringe,Spatial relations
deu,Kante,Kante::N,273,edge,Spatial relations
deu,Ecke,Ecke::N,274,corner,Spatial relations
deu,Spitze,Spitze::N,275,tip,Spatial relations
deu,Ende,Ende::N,276,end,Spatial relations
deu,Loch,Loch::N,277,hole,Spatial relations
deu,Winkel,Winkel::N,278,angle,Spatial relations
deu,Muster,Muster::N,279,pattern,The physical world
deu,Größe,Größe::N,280,size,Spatial relations
deu,Länge,Länge::N,281,length,Spatial relations
deu,Höhe,Höhe::N,282,height,Spatial relations
deu,Gewicht,Gewicht::N,283,weight,Sense perception
deu,Menge,Menge::N,284,amount,Basic actions and technology
deu,Haufen,Haufen::N,285,heap,Basic actions and technology
deu,Reihe,Reihe::N,286,row,Spatial relations
deu,Boot,Boot::N,287,boat,Motion
deu,Ruder,Ruder::N,288,oar,Motion
deu,Schlitten,Schlitten::N,289,sleigh,Motion
deu,Ski,Ski::N,290,ski,Modern world
deu,Lagerfeuer,Lagerfeuer::N,291,campfire,Basic actions and technology
deu,Last,Last::N,292,load,Basic actions and technology
deu,Gang,Gang::N,293,walk,Quantity
deu,Schritt,Schritt::N,294,step,The house
deu,Norden,Norden::N,295,north,Spatial relations
deu,Süden,Süden::N,296,south,Spatial relations
deu,Westen,Westen::N,297,west,Spatial relations
deu,Osten,Osten::N,298,east,Spatial relations
deu,Holz,Holz::N,299,wood,The physical world
deu,Brett,Brett::N,300,board,The house
deu,Platte,Platte::N,301,slab,Modern world
deu,Stütze,Stütze::N,302,bracket,Spatial relations
deu,Stange,Stange::N,303,pole,The house
deu,Stock,Stock::N,304,stick,The physical world
deu,Stab,Stab::N,305,staff,Social and political relations
deu,Rohr,Rohr::N,306,pipe,Modern world
deu,Haus,Haus::N,307,house,The house
deu,Heim,Heim::N,308,home,The house
deu,Ofen,Ofen::N,309,stove,The house
deu,Fußboden,Fußboden::N,310,floor,The house
deu,Tisch,Tisch::N,311,table,The house
deu,Stuhl,Stuhl::N,312,chair,The house
deu,Wiege,Wiege::N,313,cradle,Modern world
deu,Bett,Bett::N,314,bed,The house
deu,Regal,Regal::N,315,shelf,The house
deu,Kiste,Kiste::N,316,box,Modern world
deu,Fenster,Fenster::N,317,window,The house
deu,Tür,Tür::N,318,door,The house
deu,Tor,Tor::N,319,gate,The house
deu,Zaun,Zaun::N,320,fence,Agriculture and vegetation
deu,Dach,Dach::N,321,roof,The house
deu,Leiter,Leiter::N,322,ladder,The house
deu,Besen,Besen::N,323,broom,Basic actions and technology
deu,Spaten,Spaten::N,324,spade,Agriculture and vegetation
deu,Schaufel,Schaufel::N,325,shovel,Agriculture and vegetation
deu,Gabel,Gabel::N,326,fork,Food and drink
deu,Löffel,Löffel::N,327,spoon,Food and drink
deu,Messer,Messer::N,328,knife,Food and drink
deu,Nagel,Nagel::N,329,nail,Basic actions and technology
deu,Netz,Netz::N,330,net,Basic actions and technology
deu,Haken,Haken::N,331,hook,Spatial relations
deu,Griff,Griff::N,332,handle,Basic actions and technology
deu,Schloss,Schloss::N,333,lock,The house
deu,Bild,Bild::N,334,picture,Modern world
deu,Figur,Figur::N,335,figure,Social and political relations
deu,Puppe,Puppe::N,336,doll,Modern world
deu,Beutel,Beutel::N,337,pouch,Basic actions and technology
deu,Bündel,Bündel::N,338,bundle,Basic actions and technology
deu,Tasche,Tasche::N,339,bag,Basic actions and technology
deu,Eimer,Eimer::N,340,bucket,Basic actions and technology
deu,Deckel,Deckel::N,341,cover,Basic actions and technology
deu,Geschirr,Geschirr::N,342,dishes,Food and drink
deu,Sack,Sack::N,343,sack,Basic actions and technology
deu,Tasse,Tasse::N,344,cup,Food and drink
deu,Topf,Topf::N,345,pot,Food and drink
deu,Kessel,Kessel::N,346,kettle,Food and drink
deu,Essen,Essen::N,347,meal,Food and drink
deu,Nahrung,Nahrung::N,348,food,Food and drink
deu,Speise,Speise::N,349,dish,Food and drink
deu,Fleisch,Fleisch::N,350,meat,Food and drink
deu,Getreide,Getreide::N,351,corn,Agriculture and vegetation
deu,Brei,Brei::N,352,mush,The physical world
deu,Brot,Brot::N,353,bread,Food and drink
deu,Scheibe,Scheibe::N,354,slice,Modern world
deu,Fett,Fett::N,355,fat,The body
deu,Butter,Butter::N,356,butter,Food and drink
deu,Öl,Öl::N,357,oil,Food and drink
deu,Salz,Salz::N,358,salt,Food and drink
deu,Suppe,Suppe::N,359,soup,Food and drink
deu,Honig,Honig::N,360,honey,Food and drink
deu,Milch,Milch::N,361,milk,Food and drink
deu,Tee,Tee::N,362,tea,Modern world
deu,Leder,Leder::N,363,leather,Clothing and grooming
deu,Wolle,Wolle::N,364,wool,Clothing and grooming
deu,Stoff,Stoff::N,365,cloth,Clothing and grooming
deu,Nadel,Nadel::N,366,needle,Clothing and grooming
deu,Faden,Faden::N,367,thread,Clothing and grooming
deu,Knopf,Knopf::N,368,button,Clothing and grooming
deu,Knoten,Knoten::N,369,knot,Basic actions and technology
deu,Farbe,Farbe::N,370,paint,Basic actions and technology
deu,Kleidung,Kleidung::N,371,clothes,Clothing and grooming
deu,Hemd,Hemd::N,372,shirt,Clothing and grooming
deu,Kragen,Kragen::N,373,collar,Clothing and grooming
deu,Ärmel,Ärmel::N,374,sleeve,Clothing and grooming
deu,Hose,Hose::N,375,trousers,Clothing and grooming
deu,Gürtel,Gürtel::N,376,belt,Clothing and grooming
deu,Mütze,Mütze::N,377,cap,Clothing and grooming
deu,Schuh,Schuh::N,378,shoe,Clothing and grooming
deu,Stiefel,Stiefel::N,379,boot,Clothing and grooming
deu,Ring,Ring::N,380,ring,Clothing and grooming
deu,Band,Band::N,381,ribbon,Basic actions and technology
deu,Kamm,Kamm::N,382,comb,Clothing and grooming
deu,Spiegel,Spiegel::N,383,mirror,Clothing and grooming
deu,Riemen,Riemen::N,384,strap,Basic actions and technology
deu,Schnur,Schnur::N,385,string,Basic actions and technology
deu,Leine,Leine::N,386,leash,Basic actions and technology
deu,Decke,Decke::N,387,blanket,The house
deu,Kissen,Kissen::N,388,pillow,The house
deu,Tuch,Tuch::N,389,scarf,Clothing and grooming
deu,Handtuch,Handtuch::N,390,towel,Clothing and grooming
deu,Kraft,Kraft::N,391,force,The body
deu,Stärke,Stärke::N,392,strength,The body
deu,Gesundheit,Gesundheit::N,393,health,The body
deu,Krankheit,Krankheit::N,394,illness,The body
deu,Schmerz,Schmerz::N,395,pain,Emotions and values
deu,Wunde,Wunde::N,396,wound,The body
deu,Fieber,Fieber::N,397,fever,The body
deu,Arznei,Arznei::N,398,medicine,The body
deu,Brücke,Brücke::N,399,bridge,Motion
deu,Brunnen,Brunnen::N,400,well,The physical world
deu,Weide,Weide::N,401,pasture,Animals
deu,Pfad,Pfad::N,402,path,Motion
deu,Weg,Weg::N,403,way,Motion
deu,Straße,Straße::N,404,road,Motion
deu,Dorf,Dorf::N,405,village,Social and political relations
deu,Stadt,Stadt::N,406,town,Social and political relations
deu,Brief,Brief::N,407,letter,Modern world
deu,Buch,Buch::N,408,book,Speech and language
deu,Buchstabe,Buchstabe::N,409,character,Speech and language
deu,Zeitung,Zeitung::N,410,newspaper,Modern world
deu,Leben,Leben::N,411,life,The body
deu,Tod,Tod::N,412,death,The body
deu,Grab,Grab::N,413,grave,The body
deu,Kirche,Kirche::N,414,church,Social and political relations
deu,Sünde,Sünde::N,415,sin,Emotions and values
deu,Gott,Gott::N,416,god,Social and political relations
deu,Arbeiter,Arbeiter::N,417,worker,Modern world
deu,Chef,Chef::N,418,boss,Modern world
deu,Meister,Meister::N,419,master,Social and political relations
deu,Arzt,Arzt::N,420,doctor,The body
deu,Lehrer,Lehrer::N,421,teacher,Cognition
deu,Geld,Geld::N,422,money,Animals
deu,Geschäft,Geschäft::N,423,business,Modern world
deu,Laden,Laden::N,424,shop,Possession
deu,Preis,Preis::N,425,price,Possession
deu,Ware,Ware::N,426,ware,Modern world
deu,Nutzen,Nutzen::N,427,profit,Modern world
deu,Reichtum,Reichtum::N,428,wealth,Modern world
deu,Welt,Welt::N,429,world,The physical world
deu,Land,Land::N,430,country,Social and political relations
deu,Staat,Staat::N,431,state,Modern world
deu,König,König::N,432,king,Social and political relations
deu,Macht,Macht::N,433,power,Social and political relations
deu,Grenze,Grenze::N,434,border,Social and political relations
deu,Krieg,Krieg::N,435,war,Social and political relations
deu,Feind,Feind::N,436,enemy,Social and political relations
deu,Gewalt,Gewalt::N,437,violence,Emotions and values
deu,Kampf,Kampf::N,438,fight,Basic actions and technology
deu,Bogen,Bogen[Waffe]::N,439,bow,Basic actions and technology
deu,Pfeil,Pfeil::N,440,arrow,Basic actions and technology
deu,Gewehr,Gewehr::N,441,gun,Basic actions and technology
